0391078,1628067,_0999805
0501651,0434679,0381186
0454610,_0812448,0480873
_1440853,0101381,0439112
_0132348,_0164287,_0991569
0630212,_0835446,_0131962
_0828012,0045077,0589316
_0451556,_0481409,_0736588
_0158435,_0100999,_0436366
0211040,_0867233,_0157773
_0774549,0374452,0209477
0545858,_0131353,_0699394
0390213,_1296901,0519151
_0746196,0749023,0380386
0633307,0712988,_0678850
1653488,_0239063,0591814
_0958694,_1715437,0996583
_0268125,1101055,_0818442
1438084,1066760,_0264923
0899003,0048402,0991207
_0809854,_1544750,0782707
_0422443,1320843,_0724186
0894158,1268836,_0409990
0675005,0449270,0779682
0097824,_0885764,0624901
_1540142,0485828,0097668
0808797,0461655,_0999530
1799096,_0935875,0723457
_1382596,_0273721,0974053
_1382359,_0004318,_0982343
0804175,_0217531,_0982298
0455938,_1362747,0720258
_0795381,0693564,0440305
0585049,0608586,_0714131
1670188,_0462985,0552240
_1276764,_1315723,0995065
_1041984,1736316,_0957083
0182618,1100079,_0863407
1487528,0773869,0181604
0841095,_0518348,0996535
_1849308,_0826093,0745374
_1483018,1355649,_0961466
0877255,1809831,_0996150
0135121,_0230473,0768987
_1261321,_0934944,0134710
_0981463,1376121,_0952493
0927969,1575142,_0831312
0388846,0206521,0800404
_0342959,_1126764,0379121
_0954120,1140752,_0336275
0861659,1513664,_0815805
0513996,0328193,0758924
_0069762,_1026407,0491661
_1237709,0842971,_0069705
1010096,1180161,_0945037
1334986,0352352,0846883
_0001299,_1418171,0972325
_0937222,0954823,_0001299
0844170,1253423,_0805917
1081155,0473830,0747420
0204934,_1053523,0882502
_1583565,0702809,0203502
0841876,0993548,_0999918
1728311,0226677,0745894
_0063001,_1753670,0987620
_0279282,0476779,_0062960
0938737,_0220110,_0275665
_0219801,_1433351,0806813
_0734154,1084655,_0218035
0860583,1334042,_0669959
0777347,0464331,0758223
0146198,_0912223,0701391
_1590401,0507036,0145677
0793936,0526970,_0999808
1866871,_0779657,0713118
_1480039,_0618690,0956489
_1752187,0753023,_0995884
1719620,1164344,_0983594
1235244,0052530,0988946
_0735297,_1711244,0944229
_0259659,0986103,_0670807
1469874,0902821,_0256751
1106936,_0233033,0994912
_1382930,_1502923,0894332
_0517749,1655141,_0982405
0421963,0967062,_0494925
1314712,0431836,0409552
0477531,_1252410,0967389
_1276964,0689743,0459588
0607640,0843035,_0957141
1874641,0075031,0570932
_0227988,_1922013,0954193
_0031330,0189535,_0226018
0637916,_0875436,_0031325
_0894686,0125364,0595523
_0274855,_0404640,_0780013
_0012714,_0376592,_0271407
_0475615,_0601433,_0012714
_0962659,0195151,_0457886
0842563,_0303962,_0820714
0137962,_1260088,0746351
_1058650,0907280,0137525
0771861,1227375,_0871695
1206411,0506450,0697470
0300593,_1039839,0934343
_1652457,0622753,0296087
0760149,0821686,_0996668
1907727,_0061095,0689029
_0606334,_1934791,0943774
0017358,0394839,_0569859
1343403,_0585246,0017358
_0980971,_0914498,0974257
_1776924,1201621,_0831038
1034957,1890331,_0978831
_0004405,_0504512,0859840
_1764296,_0335176,_0004405
_0679024,0225201,_0981337
1423130,_0426790,_0628033
_0302831,_1307361,0989117
_1192238,1194949,_0298224
0708225,1671527,_0929199
0319634,0161389,0650486
_0290663,_1130350,0314219
_0884314,1110867,_0286588
0873889,1447489,_0773480
0618899,0392242,0766831
0030025,_0970641,0580139
_1403480,0689331,0030020
0974926,0894979,_0986035
1807961,_0024191,0827661
_0644055,_1921030,0972008
_0017563,0450786,_0600443
1447130,_0446266,_0017562
_0827004,_1275352,0992363
_1211245,1511133,_0735906
0397378,1571031,_0936055
0553809,0524640,0387002
0546685,_0643872,0525931
_1503218,_0354102,0519858
_1127579,0176791,_0997717
1268463,_0240084,_0903377
0260059,_1568802,0954645
_0584715,0615217,0257138
0732436,0295233,_0551962
1138973,_1211808,0668683
_1004349,0306144,0908204
_0191553,_0128378,_0843813
0557332,_0827546,_0190384
_0775305,0071672,0528924
_0339945,_0501985,_0699934
_0209559,_0124641,_0333435
0056500,_0818689,_0208029
_0757629,0369783,0056470
0683293,_0149934,_0687201
0328178,_1364041,0631350
_0711109,0773367,0322318
0679613,0749552,_0652674
1619154,_0179520,0628492
_0873591,_1774990,0998831
_0188301,0926456,_0766640
1639562,0751265,_0187190
1136295,_0623106,0997637
_1865620,_0729867,0907080
_1628471,1137942,_0956853
1290213,1801621,_0998337
0068990,_0415484,0960894
_1762500,_0577006,0068935
_1011590,0743095,_0981681
1885874,0843936,_0847677
1533258,_0479331,0950772
_1630482,_1234595,0999296
_1130885,1862266,_0998219
0025264,0856636,_0904789
1844770,0472479,0025261
0853827,_1341912,0962703
_1033839,0465965,0753801
0183767,0197965,_0859269
1285638,_1005672,0182735
_0931886,0024510,0959617
_0828726,_0428868,_0802746
_0067258,0008631,_0737071
0756094,_0956076,_0067208
_0777775,0211528,0686085
_0191780,_0386487,_0701696
_0062257,_0466130,_0190607
_0673949,_0383764,_0062217
_0697980,_0171600,_0624077
0221190,_0476031,_0642671
_0235656,_0545592,0219391
_1158094,_0089985,_0233481
0004919,_0292532,_0916040
0306664,_0761004,0004919
_0995932,0076844,0301880
_0103336,_0379537,_0839266
0087049,_0536890,_0103152
_0829910,_0319574,0086939
_0737718,_0199668,_0737871
0268562,_0423234,_0672601
_0144156,_0689819,0265345
_1264508,0198833,_0143657
0553745,_0153068,_0953459
0590364,_1283831,0525876
_0771715,0625373,0556663
0459297,0429724,_0697365
1504479,_0796696,0443318
_1330972,_0472219,0997802
_1710063,0350406,_0971380
1427147,0237517,_0990318
1316914,_1638222,0989700
_0331386,_0087229,0967945
_1152287,_0763880,_0325354
_0703948,0962469,_0913696
1705794,1136466,_0647233
1042052,0033523,0990902
_0818059,_1623402,0863441
_0335690,1201387,_0729820
1157633,1191881,_0329421
0743915,0286622,0915855
_0270571,_1232018,0677174
_1045253,1164065,_0267282
0749791,1579778,_0865052
0433724,0298300,0681486
_0050100,_1026787,0420253
_1165859,0830756,_0050079
1002133,1120441,_0919127
1425706,0307239,0842622
_0054017,_1533657,0989493
_0699635,0868709,_0053991
0982033,0953527,_0643939
1431907,0083061,0831628
_0493922,_1781762,0990370
_0217132,0688996,_0474082
1471641,0243948,_0215430
0693367,_1646601,0995088
_0431235,0217118,0639131
_0160777,_0587373,_0417993
_0550648,_0038673,_0160085
0069100,_0645259,_0523240
_0469137,_0047715,0069045
_0174324,_0693051,_0452117
_0548984,0226142,_0173442
0653803,_0503458,_0521821
_0402113,_0752744,0608209
_1592494,0513914,_0391364
1216376,0543474,_0999765
1804296,_0958361,0937848
_1508147,_0234351,0972863
_1276526,_0011524,_0998038
0825611,_0261851,_0957014
0343850,_1315559,0734962
_0920455,0776830,0337114
0674651,0874858,_0795877
1687954,0102433,0624625
_0239750,_1859101,0993145
_0134305,0348751,_0237460
0941198,_0574698,_0133901
_0837006,_0747724,0808264
_1751063,0761303,_0742641
1532849,1183434,_0983796
1248963,0125376,0999280
_0581437,_1679493,0948657
_0337742,0959131,_0549225
1381187,0906617,_0331358
1170657,_0190952,0982078
_1275065,_1583857,0921007
_0390844,1497313,_0956589
0732316,1130400,_0380969
0934692,0464872,0668594
0247753,_0997845,0804416
_1587157,0593548,0245226
0780742,0730027,_0999866
1941970,_0284204,0703807
_1066834,_1723639,0931902
_0176652,1139489,_0875676
1428794,1045944,_0175735
0860033,0024512,0989935
_0868129,_1528584,0757864
_0426976,1375162,_0763121
0811486,1254042,_0414120
0715608,0492214,0725311
0201123,_0814560,0656076
_1621585,0266954,0199770
0409830,0072551,_0998711
1145042,_1247750,0398453
_0690857,0316564,0910727
_0219683,_0284316,_0637198
0039677,_0628372,_0217920
_0768817,_0069626,0039666
_0192849,_0506532,_0695286
_0213482,_0208392,_0191656
_0259180,_0736182,_0211864
_0786390,0384071,_0256288
0999825,_0106008,_0707808
0408163,_1572100,0841376
_0457612,0516241,0396924
0526087,_0018000,_0441807
0390241,_1334375,0502153
_0647102,0743965,0380411
0629646,0643148,_0602877
1572458,_0405887,0588859
_1248304,_1404979,0999999
_0853802,1688349,_0948449
0287799,1099540,_0753785
1375741,0705719,0283843
0764341,_0636124,0981037
_1917904,_0501646,0692062
_1371457,0603333,_0940360
1757571,0673477,_0980198
1711408,_0843937,0982608
_1677687,_0435018,0990130
_1570855,0395451,_0994293
1550388,0279915,_1000000
1372612,_1623086,0999792
_0356387,_0083546,0980426
_1154989,_0749877,_0348891
_0687333,0930948,_0914790
1745652,1069674,_0634478
1142325,_0049865,0984752
_0979788,_1668808,0909602
_0268280,1205567,_0830379
1251815,1151098,_0265074
0761428,0214451,0949555
_0437006,_1342233,0689956
_0812391,1273054,_0423228
0683573,1502698,_0725934
0472228,0442916,0631567
0218602,_0776752,0454871
_1438595,0169828,0216865
0194628,_0111397,_0991274
0740856,_1089756,0193401
_0828300,0417528,0674920
0172193,_0015207,_0736783
0700708,_1111009,0171344
_0771142,0464091,0644759
0252547,0051814,_0696955
0808652,_1155504,0249871
_0760385,0443078,0723357
0152357,0000117,_0689200
0687984,_1098870,0151769
_0774064,0458529,0634981
0255674,0041307,_0699047
0787222,_1160391,0252898
_0754668,0458999,0708395
0184926,0031250,_0685047
0752824,_1117031,0183874
_0771072,0440087,0683703
0187246,_0000165,_0696905
0694277,_1121410,0186154
_0766770,0478366,0639830
0272572,0080909,_0693812
0869298,_1156981,0269210
_0773269,0410548,0763876
0073339,_0060567,_0698478
0562878,_1036841,0073273
_0801647,0454913,0533622
0349356,0049066,_0718503
0820098,_1218035,0342292
_0722766,0475351,0731213
0178503,0048882,_0661461
0768791,_1108721,0177557
_0779525,0422400,0695267
0154612,_0032588,_0702942
0628456,_1097195,0153997
_0780210,0491876,0587896
0336903,0118904,_0703429
0959267,_1175789,0330566
_0789120,0375923,0818771
_0026063,_0120253,_0709733
0443567,_0940668,_0026060
_0834018,0371297,0429164
0337220,_0103899,_0740637
0502226,_1185740,0330865
_0789862,0645647,0481378
0538375,0489278,_0710256
1580687,_0715484,0512742
_1398284,_0688937,0999951
_1824202,0891956,_0985157
1607437,1488654,_0968064
0554080,0024068,0999329
_0917213,_1350706,0526161
_0601516,1551621,_0793910
0439640,1189806,_0565893
1014418,0686930,0425614
0613725,_0514336,0849174
_1733400,_0703902,0575917
_1423190,1042236,_0986809
1529925,1618909,_0989126
0316695,_0136290,0999165
_1290483,_1150059,0311427
_0800502,1684265,_0960969
0314515,1077892,_0717706
1375868,0663653,0309356
0739680,_0737911,0981062
_1928484,_0241980,0674051
_0971155,0118041,_0936709
1117556,_0368988,_0825538
_0003548,_1288430,0899033
_1151771,1002249,_0003548
0784303,1441531,_0913486
0774701,0447428,0706332
0175177,_0947464,0699503
_1549246,0554399,0174282
0809366,0623490,_0999768
1924698,_0557840,0723850
_1438625,_1162904,0938028
_1275491,1755230,_0991278
0135446,1169728,_0956713
1453187,0867660,0135032
0821809,_0298155,0993092
_1551040,_1257952,0732378
_0893593,1842270,_0999805
0093578,0782220,_0779328
1762293,0263254,0093442
0488230,_1713183,0981720
_0319060,0210086,0469064
_0011241,_0666590,_0313674
_0683318,0056304,_0011240
0136546,_0560959,_0631369
_0320748,_0294816,0136122
_0748251,_0547195,_0315276
_0641951,0228630,_0680358
1144638,_0444335,_0598759
_0311243,_1148810,0910560
_1440582,1140309,_0306242
0803458,1737512,_0991534
0250989,_0027996,0719761
_0778243,_1160107,0248362
_0751251,1432994,_0702029
0597457,1411697,_0682554
0639545,0579918,0562542
0421891,_0564727,0596830
_1540640,_0468014,0409487
_1189471,0422166,_0999545
1682507,0180037,_0928172
1088113,_1794117,0993767
_0117988,_0304346,0885753
_1514754,_0662148,_0117715
_0902552,0871258,_0998430
1852537,1073163,_0784911
1221362,_0072657,0960573
_0993153,_1697536,0939566
_0241364,1155815,_0837752
1358117,1101323,_0239028
0824022,0121147,0977469
_0648697,_1467350,0733884
_0560758,1320693,_0604149
0768888,1354185,_0531828
0611031,0509678,0695337
0237860,_0713008,0573713
_1570367,0007113,0235624
_0167982,_0147356,_1000000
0673276,_0827601,_0167194
_0799978,0002395,0623550
_0581656,_0503115,_0717341
_0208099,0027903,_0549408
0609671,_0862850,_0206600
_0735654,0116022,0572598
_0287214,_0500360,_0671072
_0234491,_0161911,_0283281
_0072940,_0771765,_0232348
_0755317,0347297,_0072875
0770882,_0193060,_0685520
0229100,_1372326,0696768
_0760921,0833037,0227101
0741689,0912778,_0689588
1544643,0139360,0675534
_0224803,_1786841,0999658
_0236542,0507559,_0222914
1129110,_0177914,_0234342
_0180802,_1577778,0904032
_0518682,0886962,_0179819
1090078,0882594,_0495736
1360890,_0107817,0886663
_0978301,_1739523,0978050
_0207536,1060414,_0829550
1519697,0979193,_0206049
0975966,_0111468,0998695
_1159136,_1556216,0828244
_0389909,1486239,_0916458
0717121,1142318,_0380104
0912539,0484421,0657218
0277084,_0942540,0791059
_1642906,0479934,0273552
0671531,0482573,_0997401
1838518,_0810474,0622185
_1407892,_0542049,0964376
_1730072,0541733,_0986760
1662910,0650422,_0987342
1739028,_0872648,0995761
_1657289,_0382106,0985882
_1501133,0281631,_0996262
1385655,0053293,_0997575
0944767,_1775373,0982910
_0161451,_0188432,0810361
_1218075,_0792236,_0160750
_0840102,1058553,_0938436
1574314,1361603,_0744711
0671963,0132238,0999994
_0666639,_1371834,0622524
_0665752,1401513,_0618348
0595386,1384690,_0617651
0637395,0597780,0560828
0433367,_0520470,0595104
_1503926,_0579276,0419929
_1298046,0666699,_0997765
1843342,0796389,_0963034
1653397,_0574959,0963089
_1690019,_1052227,0996590
_1451363,1724419,_0992901
0145521,1308209,_0992876
1200572,0904855,0145008
0771676,_0116015,0932246
_1138351,_1441344,0697338
_0528543,1609824,_0907944
0436698,1054551,_0504276
1198263,0556934,0422949
0580167,_0918213,0931408
_1786783,0245247,0548164
0127961,0089749,_0976765
1174973,_1059391,0127612
_0806766,0151748,0922680
_0534307,_0432088,_0722054
_0120603,_0157235,_0509245
0163591,_0849579,_0120311
_0825294,0367737,0162862
0580972,_0115530,_0734747
0456030,_1329571,0548836
_0700946,0703920,0440388
0579447,0579290,_0644941
1587941,_0530197,0547561
_1352288,_1137089,0999853
_1395632,1699325,_0976222
0188666,1338313,_0984698
1124737,0871574,0187549
0762057,_0147435,0902154
_1178435,_1411834,0690411
_0582739,1651728,_0924009
0365424,1013002,_0550313
1309451,0542275,0357345
0635084,_1002409,0966043
_1711202,0359953,0593245
0281965,0255472,_0990159
1524422,_0995667,0278243
_1010875,_0086100,0998925
_1097702,_0367394,_0847297
0021486,0027230,_0890163
0951081,_1011777,0021484
_0787392,0196127,0814044
_0342500,_0398813,_0708515
_0078326,_0345237,_0335843
_0362870,_0617372,_0078246
_0905107,0163161,_0354959
0685811,_0367462,_0786491
0019272,_1058290,0633301
_1330149,0829402,0019271
0942875,1190977,_0971184
1348726,0394307,0809250
0095875,_1343636,0975443
_1106081,0930112,0095728
0786342,1294653,_0893949
1082558,0510834,0707774
0277943,_0970557,0883161
_1700357,0529020,0274378
0722253,0612145,_0991619
1924327,_0535596,0661077
_1379325,_1215295,0938156
_1185076,1763485,_0981725
0133665,1110601,_0926528
1533241,0816769,0133267
0861369,_0437401,0999295
_1761903,_1017447,0758735
_1310681,1695128,_0981795
0220401,1311602,_0966360
1164224,0856189,0218621
0748581,_0198605,0918482
_1301653,_1353390,0680600
_0890563,_0002879,_0094943
0081617,_0452901,_0777426
_0072268,_0506133,0081526
_0987487,_0287372,_0072205
_0534376,_0167236,_0834645
0446799,_0578154,_0509304
_0462293,_0451475,0432081
_1271097,_0160203,_0446002
0029822,_0189807,_0955425
0542874,_0914888,0029817
_0916670,0261491,0516599
0075832,_0243620,_0793580
0274134,_0879099,0075759
_0996922,0358520,0270713
0473283,_0040314,_0839804
0732291,_1298010,0455811
_0665319,0541703,0668575
0295414,0167382,_0617310
0978549,_1109258,0291136
_0876371,0308110,0829688
_0134805,_0193239,_0768421
0347666,_0804251,_0134397
_0840603,0150136,0340704
0011312,_0414577,_0745045
_0055777,_0541395,0011311
_0947882,_0216199,_0055748
_0414395,_0287266,_0812182
0199342,_0499982,_0402636
_0498925,_0477589,0198025
_1070589,_0080197,_0478482
0249993,_0340008,_0877483
0182325,_0839442,0247398
_1199107,0333804,0181316
0522226,0014197,_0931715
0940117,_1332370,0498810
_0615043,0421640,0807627
0030641,_0130240,_0576993
0289326,_0970251,0030636
_0854283,0521222,0285307
0653515,0227629,_0754100
1212602,_1263004,0607981
_0834592,0288294,0936531
_0275046,_0248218,_0741023
0208045,_0645712,_0271592
_0721767,_0136534,0206548
_0497771,_0493338,_0660712
_0247864,_0045530,_0477468
0372947,_0833470,_0245334
_0714273,0198997,0364362
0083828,_0437567,_0655069
_0175938,_0540463,0083729
_1019331,_0140526,_0175031
_0151120,_0327120,_0851758
0181045,_0602286,_0150545
_0825441,_0224445,0180058
_0650677,_0343757,_0734847
0010124,_0260490,_0605725
0054773,_0812843,0010124
_0979041,0357882,0054746
0668544,_0050806,_0829963
0682345,_1413394,0619844
_0568946,0528269,0630615
0314030,0078269,_0538745
0708266,_1184673,0308894
_0763474,0521374,0650518
0304144,0176935,_0691435
1071571,_1105394,0299477
_0885705,0256494,0877954
_0271591,_0267539,_0774361
0205033,_0620393,_0268265
_0716420,_0196076,0203600
_0619241,_0439597,_0656689
_0199558,_0089959,_0580417
0378135,_0846853,_0198236
_0751660,0224706,0369188
0132284,_0385219,_0682852
_0077977,_0678827,0131899
_1130563,0129335,_0077898
0354546,_0280530,_0904652
0306318,_1004930,0347165
_1121575,0567298,0301550
0688167,0475062,_0900786
1736006,_0837006,0635122
_1420349,_0456980,0986384
_1662069,0353305,_0988704
1458104,0228569,_0995838
1296347,_1661792,0993657
_0294524,_0122094,0962575
_1224960,_0766037,_0290284
_0738550,1001317,_0940792
1676230,1221239,_0673217
0900735,0098485,0994447
_0701963,_1524098,0783784
_0479318,1286818,_0645718
0888282,1306434,_0461174
0641464,0453621,0775989
0103410,_0856521,0598369
_1537899,0421491,0103226
0728527,0321510,_0999459
1610339,_1166062,0665771
_1017635,0087137,0999218
_0711121,_0363395,_0850868
0084355,_0188854,_0652684
0241726,_0951337,0084255
_0930950,0518515,0239379
0696936,0263033,_0802188
1322125,_1240264,0641871
_0896362,0234412,0969240
_0396847,_0291879,_0781060
0161502,_0503741,_0386512
_0518139,_0444585,0160801
_0996059,_0140568,_0495265
0140833,_0339082,_0839335
0149206,_0770728,0140368
_1127992,0200667,0148653
0303003,_0214203,_0903554
0434281,_1063246,0298388
_0982065,0569817,0420759
0573178,0410798,_0831646
1602229,_0905790,0542305
_1315472,_0273770,0999506
_1419346,_0032147,_0967581
0720952,_0199791,_0988553
0508687,_1336099,0660100
_0792554,0669824,0487031
0538502,0549520,_0712148
1635939,_0576216,0512851
_1352142,_1043759,0997879
_1553751,1592388,_0976190
0353657,1593366,_0999855
0573677,0517126,0346330
0580302,_0673344,0542724
_1523962,_0302932,0548276
_1062386,0095265,_0998903
1108251,_0336363,_0873520
0092035,_1343806,0894920
_1025308,0932553,0091905
0785634,1258821,_0854874
1122862,0507831,0707274
0281182,_0997204,0901344
_1682950,0571115,0277492
0749867,0706465,_0993717
1942437,_0322945,0681542
_1119246,_1660437,0931733
_0279722,1291880,_0899771
1138525,1180816,_0276088
0720065,0288861,0908016
_0262003,_1214736,0659434
_1063547,1151525,_0259015
0765428,1579163,_0874084
0441681,0290303,0692846
_0074980,_1044494,0427460
_1145934,0872088,_0074909
0993665,1199169,_0911096
1269056,0372305,0838031
0024278,_1352391,0954821
_1066769,0973766,0024276
0797629,1353338,_0875645
0934536,0493670,0715702
0235144,_0933489,0804324
_1667927,0490117,0232983
0714649,0513160,_0995287
1861213,_0766182,0655353
_1445878,_0648605,0958125
_1771890,0812766,_0992208
1686841,1306776,_0979849
0945970,0109836,0993274
_0668669,_1541453,0811065
_0471508,1244070,_0619942
0954717,1294691,_0454230
0655632,0418494,0816150
0022107,_0939348,0609660
_1470745,0638843,0022105
0972415,0798475,_0994999
1885654,_0229668,0826249
_1061261,_1789301,0950841
_0091512,0992775,_0872971
1666548,0805189,_0091384
1041924,_0507174,0995419
_1804160,_0958596,0863377
_1454736,1609702,_0972894
0341021,1528757,_0993273
0703545,0620270,0334449
0664332,_0505029,0646925
_1525659,_0755378,0616534
_1481211,1098635,_0998981
1432411,1711488,_0995990
0174772,_0276613,0990440
_1568365,_0895830,0173884
_1042324,1421456,_0999997
0858770,1578409,_0863578
0421439,0239070,0757039
_0234357,_1106469,0409074
_1022563,1050937,_0232217
0918715,1448951,_0853447
0683844,0366603,0794823
_0028749,_1058761,0631777
_1327842,0861232,_0028745
0960658,1258472,_0970631
1206038,0411882,0819569
0085376,_1245631,0934210
_1277774,0937962,0085272
0789965,1388964,_0957375
0932979,0481633,0710329
0227490,_0959756,0803398
_1636536,0542613,0225533
0765571,0624602,_0997840
1929557,_0530324,0692949
_1395399,_1228686,0936333
_1152351,1775539,_0984657
0124519,1068345,_0913722
1592953,0774011,0124198
0890563,_0554970,0999755
_1874138,_0767471,0777426
_1527368,1228409,_0954344
1135959,1825323,_0999057
0070480,_0399755,0906939
_1687013,_0609937,0070421
_1031846,0801107,_0993254
1872167,0988639,_0858248
1394689,_0199025,0954931
_1219485,_1672693,0984533
_0283287,1315616,_0938922
1125351,1181566,_0279513
0722351,0295697,0902419
_0244255,_1205231,0661151
_1085143,1135525,_0241833
0778984,1576117,_0884370
0456040,0287302,0702557
_0089048,_1058141,0440396
_1137183,0899582,_0088930
0981434,1250786,_0907453
1161167,0399248,0831295
0049972,_1250270,0917269
_1251476,0962179,0049952
0791105,1420861,_0949449
0853918,0460143,0711131
0193942,_0964331,0753860
_1582567,0572220,0192728
0808723,0677286,_0999931
1938636,_0426854,0723406
_1303256,_1460711,0933106
_0660350,1667316,_0964424
0366792,1029926,_0613393
1346781,0566606,0358622
0654715,_0960535,0975013
_1772652,0278478,0608933
0143680,0134027,_0979696
1273557,_1040688,0143186
_0846845,0081633,0956149
_0711613,_0457319,_0749195
_0140007,0002721,_0653056
0657967,_0909099,_0139550
_0759557,0181083,0611510
_0184589,_0430840,_0688600
_0135664,_0380526,_0183542
_0569617,_0514025,_0135248
_0782130,0045654,_0539310
0611183,_0507086,_0704792
_0226310,_0719047,0573837
_1570327,0322145,_0224383
0835733,0143547,_1000000
1252154,_1456678,0741789
_0515771,0194815,0949662
_0503734,_0561016,_0493205
_0469388,0115568,_0482699
0728891,_0660435,_0452341
_0565519,_0422199,0666043
_1457370,_0158926,_0535854
0085511,_0114514,_0993574
0739195,_1017086,0085407
_0841133,0321574,0673693
0029524,_0190008,_0745399
0332455,_0914477,0029519
_0917305,0391868,0326364
0468023,_0018318,_0793966
0736922,_1298554,0451122
_0659397,0539012,0672012
0289512,0157562,_0612641
0953556,_1114668,0285484
_0862808,0326851,0815479
_0091529,_0168937,_0759672
0389631,_0857456,_0091401
_0849284,0240076,0379847
0157423,_0310183,_0750808
0108849,_0831278,0156774
_1114483,0363561,0108634
0630901,0028211,_0897683
0928002,_1396339,0589873
_0557321,0401255,0800424
0005039,_0206739,_0528915
0082194,_0879716,0005039
_0926187,0483631,0082101
0807848,0180973,_0799334
1145958,_1406153,0722802
_0628621,0284450,0911105
_0283101,_0373145,_0588030
_0158185,_0433335,_0279335
_0546576,_0392323,_0157526
_0616780,_0231111,_0519765
0006719,_0456150,_0578412
_0274627,_0450421,0006719
_0852941,_0280909,_0271188
_0335376,_0249486,_0753218
0215189,_0605518,_0329124
_0649381,_0238641,0213532
_0714720,_0426844,_0604693
_0240606,_0060569,_0655406
0516643,_0833431,_0238292
_0724050,0109418,0493964
_0227565,_0511410,_0662424
_0251686,_0174838,_0225606
_0157417,_0748231,_0249037
_0746001,0347031,_0156767
0850163,_0198893,_0678707
0202931,_1410368,0751388
_0730897,0827969,0201541
0768314,0884409,_0667538
1548447,0067713,0694924
_0395393,_1831453,0999750
_0165649,0513157,_0385171
1296742,_0210730,_0164893
_0314785,_1618294,0962682
_0489097,0906419,_0309612
1199028,0903184,_0469829
1308182,_0118591,0931686
_1050659,_1710254,0965715
_0232768,1159260,_0867751
1381697,1098505,_0230672
0820669,0108411,0982174
_0681189,_1473994,0731602
_0540971,1333108,_0629717
0767563,1339645,_0514969
0627496,0515064,0694384
0245027,_0710455,0587120
_1583651,_0003613,0242583
_0196571,_0142985,_0999917
0681508,_0812819,_0195307
_0781952,_0035209,0629965
_0673476,_0509677,_0704666
_0234009,0097710,_0623707
0837679,_0820424,_0231879
_0747580,_0107635,0743092
_0943802,_0498961,_0679866
_0274441,0225006,_0809794
1287106,_0676769,_0271009
_0767946,_0668696,0960029
_1905503,0532802,_0694659
1403888,0672727,_0944507
1775531,_0727167,0986103
_1710711,_0719467,0979115
_1725107,1073148,_0990228
1402670,1761533,_0988118
0093464,_0372003,0985900
_1725249,_0679212,0093328
_1067585,0980320,_0988096
1696690,1364802,_0876038
0737384,0092252,0992086
_0737454,_1436136,0672354
_0563551,1401181,_0672406
0655708,1323713,_0534191
0688658,0583764,0609720
0382389,_0584491,0635502
_1592924,_0395916,0373138
_1064062,0288249,_0999755
1498660,_0126753,_0874334
0418855,_1780151,0997399
_0232667,0108156,0406715
_0164774,_0815004,_0230573
_0737716,0505198,_0164029
1060958,0124880,_0672599
0879909,_1590554,0872823
_0402189,0208258,0770681
_0309423,_0616202,_0391433
_0593935,0126413,_0304509
0574029,_0576649,_0559627
_0418638,_0533250,0543020
_1464270,_0002778,_0406516
0322341,_0185530,_0994331
0581067,_1108074,0316788
_0919678,0532116,0548916
0422538,0288620,_0795406
1384718,_1035183,0410076
_1072547,0026952,0982737
_0819726,_0355817,_0878420
0109131,_0140952,_0730959
0419641,_1012789,0108914
_0873371,0507852,0407433
0528586,0207297,_0766498
1194621,_1212649,0504313
_0851783,0280286,0930076
_0280986,_0251080,_0752456
0213735,_0637949,_0277303
_0713832,_0159060,0212111
_0551001,_0478708,_0654735
_0241861,_0045806,_0523541
0418286,_0837248,_0239510
_0718308,0178727,0406195
0002767,_0457041,_0658112
_0195965,_0445914,0002767
_0843605,_0341143,_0194713
_0509890,_0154355,_0747044
0390252,_0605083,_0488081
_0495664,_0351228,0380422
_1079876,_0340725,_0475616
_0266000,_0030694,_0881899
0807437,_0825180,_0262874
_0714525,_0080212,0722518
_0867392,_0533141,_0655259
_0319727,0262604,_0762644
1310341,_0596882,_0314308
_0707076,_0872498,0966273
_1849277,0965742,_0649613
1284393,1633172,_0961474
0324503,_0064125,0959266
_1093089,_1197250,0318837
_0727987,1625364,_0888051
0366152,1146645,_0665368
1199385,0701803,0358025
0688542,_0568816,0931816
_1847594,_0620218,0635412
_1428785,0868755,_0961936
1716458,1315223,_0989933
0926567,0100303,0989410
_0689120,_1536956,0799563
_0468059,1262249,_0635858
0932037,1296806,_0451155
0649948,0430514,0802836
0049994,_0910919,0605145
_1496727,0566897,0049973
0915081,0634471,_0997258
1909880,_0589374,0792612
_1508777,_1084419,0943060
_1405176,1705360,_0998077
0193801,1329818,_0986316
1144976,0870327,0192590
0759417,_0159761,0910700
_1212850,_1399402,0688498
_0603902,1675851,_0936618
0330454,0979785,_0567859
1373728,0511197,0324472
0641253,_1101616,0980645
_1567696,0489121,0598200
0421866,0478594,_0999995
1861770,_0667393,0409463
_1282237,_0884723,0957965
_1732734,1287513,_0958655
0959372,1902734,_0986917
0003792,_0495326,0818831
_1714319,_0361426,0003792
_0726815,0259119,_0989718
1490156,_0353176,_0664493
_0178455,_1477881,0996750
_0825758,1016332,_0177509
0927538,1293976,_0735062
0918068,0432963,0800146
0086191,_1057701,0794430
_1491699,0785161,0086084
0913412,1155456,_0996873
1446523,0385346,0791593
0116573,_1400398,0992288
_0995743,0890336,0116309
